all_players_and_stats_2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RK,PICK,YEAR,HEIGHT,NAME,,TEAM,CONF,G,ROLE,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,DUNKS,DUNKS %,CLOSE 2,CLOSE 2 %,FAR 2,FAR 2 %,FT,FT %,2P,2P %,3P/100,3P,3P %
77,-,So,6-3,Solo Ball,91.2,Connecticut,BE,35,Wing G,78.2,4.2,3.2,5.3,5.0,0.3,124.1,102.2,19.4,57.0,60.1,2.8,11.0,9.8,10.1,1.6,1.3,1.5,23.3,2.5,7-8,0.875,47-90,0.522,20-49,0.408,74-88,0.841,67-139,0.482,13.3,99-239,0.414
78,56,Sr,6-4,Will Richard,36.2,Florida,SEC,40,Wing G,79.1,4.1,4.4,8.3,4.4,3.9,124.5,91.7,17.4,59.2,62.4,4.0,11.0,9.9,15.9,1.2,1.1,3.0,25.3,2.8,23-24,0.958,94-127,0.740,19-40,0.475,81-96,0.844,105-157,0.669,10.0,80-223,0.359
79,-,Sr,6-0,Ryan Nembhard,86.6,Gonzaga,WCC,35,Pure PG,86.8,4.1,4.3,7.1,4.7,2.4,119.5,96.3,20.1,51.0,54.7,1.0,8.3,41.5,19.9,4.0,0.2,2.8,29.4,1.8,0-0,0.000,50-86,0.581,44-116,0.379,67-87,0.770,94-202,0.465,4.4,38-94,0.404
80,-,So,6-9,Thomas Haugh,61.6,Florida,SEC,40,Stretch 4,60.9,4.1,3.5,9.8,6.2,3.7,133.1,90.9,18.5,55.9,62.4,10.7,15.8,14.2,13.2,2.0,3.2,1.8,64.9,3.9,18-18,1.000,73-110,0.664,8-27,0.296,123-155,0.794,81-136,0.596,6.0,35-103,0.340
81,-,Sr,6-8,Ian Schieffelin,68.2,Clemson,ACC,34,Stretch 4,81.6,4.1,4.4,7.1,4.8,2.3,120.9,93.0,20.6,54.1,57.4,11.2,22.4,15.1,14.5,1.7,2.6,1.5,34.1,2.2,20-20,1.000,101-164,0.616,27-68,0.397,80-108,0.741,128-232,0.552,4.6,29-85,0.341
82,-,Sr,6-5,John Poulakidas,0,Yale,Ivy,26,Wing G,72.2,4.1,2.6,3.6,4.8,-1.3,123.5,108.3,23.6,55.1,58.8,1.6,9.7,7.2,5.9,1.7,0.5,1.1,21.9,2.3,0-0,0.000,13-20,0.650,77-161,0.478,76-85,0.894,90-181,0.497,14.4,83-208,0.399
83,-,Jr,6-6,Josh Dix,68.8,Iowa,B10,32,Combo G,78.0,4.1,2.8,4.6,4.6,0.1,122.8,106.7,18.4,59.9,61.1,1.0,10.5,14.6,8.0,3.3,1.5,1.6,13.2,1.6,4-4,1.000,62-89,0.697,53-112,0.473,36-47,0.766,115-201,0.572,8.4,65-154,0.422
84,-,Sr,6-0,Wade Taylor IV,77.4,Texas A&M,SEC,30,Scoring PG,66.8,4.1,3.8,7.0,4.2,2.8,110.8,95.4,26.9,44.8,52.0,0.6,10.8,29.5,18.4,1.7,0.4,2.5,39.1,3.3,0-0,0.000,36-72,0.500,28-86,0.326,129-149,0.866,64-158,0.405,14.3,71-223,0.318
85,-,Sr,6-10,Lynn Kidd,79.4,Miami FL,ACC,27,C,62.7,4.0,1.6,1.9,3.5,-1.6,128.1,115.4,18.1,66.2,68.0,10.3,20.0,9.5,15.4,1.0,2.5,0.8,28.9,3.1,23-23,1.000,67-83,0.807,66-118,0.559,45-58,0.776,133-201,0.662,0.0,0-0,0.000
86,-,Jr,6-3,Xaivian Lee,0,Princeton,Ivy,28,Scoring PG,83.6,4.0,3.1,5.9,4.7,1.2,113.4,105.1,29.3,50.9,54.7,3.4,20.2,37.3,13.6,2.5,1.4,2.2,28.3,2.8,1-1,1.000,93-189,0.492,23-53,0.434,89-113,0.788,116-242,0.479,9.9,58-157,0.369
87,-,Fr,6-5,Adrian Wooley,0,Kennesaw St.,CUSA,30,Combo G,85.1,4.0,3.2,5.0,4.1,0.9,112.7,104.9,26.0,58.8,62.7,3.9,12.3,22.6,21.6,1.1,0.3,2.4,44.8,3.5,6-6,1.000,104-171,0.608,18-45,0.400,127-165,0.770,122-216,0.565,8.4,63-152,0.414
88,-,Sr,6-7,Chad Baker-Mazara,0,Auburn,SEC,38,Wing G,63.8,4.0,3.5,9.1,5.1,4.0,122.4,91.7,22.0,53.9,60.4,2.4,10.6,18.0,14.4,1.9,2.5,2.7,41.4,4.2,8-11,0.727,49-76,0.645,37-93,0.398,119-134,0.888,86-169,0.509,9.2,59-155,0.381
89,-,Sr,7-0,Nate Bittle,95,Oregon,B10,35,PF/C,68.6,4.0,4.0,10.1,5.7,4.4,118.2,89.6,24.3,56.1,59.8,8.2,23.0,14.4,13.9,1.2,8.3,1.6,30.7,3.7,26-27,0.963,90-141,0.638,59-114,0.518,90-111,0.811,149-255,0.584,6.5,36-107,0.336
90,13,Fr,6-10,Derik Queen,97.6,Maryland,B10,36,PF/C,75.6,4.0,4.8,7.9,4.2,3.7,113.4,86.1,26.9,53.5,59.1,9.0,24.5,11.6,16.5,0.8,3.8,2.0,54.6,2.8,39-43,0.907,156-231,0.675,47-133,0.353,167-218,0.766,203-364,0.558,1.8,7-35,0.200
91,-,Sr,6-6,Jaron Pierre Jr.,0,Jacksonville St.,CUSA,33,Wing G,94.7,4.0,3.2,3.4,4.2,-0.8,105.5,107.4,30.6,48.3,52.7,2.0,13.7,21.5,15.5,1.3,1.0,1.1,29.0,1.7,11-12,0.917,77-147,0.524,66-180,0.367,135-168,0.804,143-327,0.437,12.2,91-252,0.361
92,-,Sr,6-9,Essam Mostafa,43.8,Middle Tennessee,CUSA,31,PF/C,65.8,4.0,3.1,6.3,5.3,1.0,123.6,98.7,24.0,60.4,61.3,13.6,22.8,10.3,10.9,1.0,3.4,2.3,40.1,4.1,4-4,1.000,151-228,0.662,28-70,0.400,78-124,0.629,179-298,0.601,0.7,5-11,0.455
93,-,Jr,6-11,Rafael Castro,73.6,George Washington,A10,33,C,73.2,4.0,3.4,7.9,5.7,2.2,125.8,97.9,21.8,65.8,66.1,12.7,21.5,13.7,14.1,1.2,5.0,2.5,76.3,2.8,67-72,0.931,158-223,0.709,11-32,0.344,125-196,0.638,169-255,0.663,0.1,0-2,0.000
94,-,Jr,6-11,Reed Bailey,63.4,Davidson,A10,32,Wing F,84.5,4.0,2.8,3.2,3.2,0.0,107.4,107.6,32.1,49.2,55.4,5.1,16.2,25.3,15.4,1.4,2.7,1.2,50.9,3.0,14-17,0.824,108-187,0.578,85-216,0.394,174-226,0.770,193-403,0.479,2.3,17-41,0.415
95,-,Sr,6-1,Sean Pedulla,72.2,Mississippi,SEC,36,Scoring PG,81.4,4.0,4.1,7.6,4.8,2.8,112.0,95.9,23.6,54.4,58.0,1.5,10.9,22.7,15.1,1.8,0.7,3.3,26.9,3.2,0-1,0.000,65-113,0.575,35-89,0.393,94-114,0.825,100-202,0.495,10.8,87-222,0.392
96,-,So,6-9,Chase Walker,0,Illinois St.,MVC,34,PF/C,59.2,4.0,2.1,4.4,5.0,-0.7,118.8,107.1,32.6,58.8,62.0,13.6,18.5,19.7,14.8,1.0,1.9,1.7,60.9,4.3,5-5,1.000,140-213,0.657,36-84,0.429,138-198,0.697,176-297,0.593,2.0,10-28,0.357
97,-,Sr,6-6,Tytan Anderson,0,Northern Iowa,MVC,32,Wing G,75.7,4.0,3.3,5.8,4.1,1.7,117.5,99.9,26.8,59.5,62.8,8.1,18.2,18.2,15.9,1.2,2.3,2.3,67.9,3.3,10-10,1.000,142-215,0.660,21-48,0.438,141-203,0.695,163-263,0.620,2.3,10-36,0.278
98,-,Jr,6-3,Obi Agbim,0,Wyoming,MWC,28,Scoring PG,78.2,4.0,3.0,5.7,4.9,0.8,114.0,106.6,24.9,56.8,58.9,1.3,10.1,23.6,15.6,1.6,1.1,1.8,19.9,2.6,5-6,0.833,34-58,0.586,64-140,0.457,58-75,0.773,98-198,0.495,11.2,77-178,0.433
99,-,Sr,6-8,John Camden,70.2,Delaware,CAA,34,Wing F,86.6,4.0,2.0,2.8,4.5,-1.8,121.5,115.0,21.7,59.4,62.5,3.8,14.2,11.6,10.3,1.6,1.2,1.8,34.2,2.4,3-5,0.600,72-118,0.610,25-64,0.391,107-137,0.781,97-182,0.533,10.6,94-219,0.429
100,10,Fr,7-2,Khaman Maluach,99,Duke,ACC,39,C,53.1,4.0,3.3,8.7,5.8,2.9,143.1,87.6,16.8,72.3,73.6,16.5,19.2,4.3,13.0,0.7,6.8,0.6,40.3,3.9,81-91,0.890,120-156,0.769,12-19,0.632,59-77,0.766,132-175,0.754,1.2,4-16,0.250
101,-,Sr,6-11,Daniel Batcho,80,Louisiana Tech,CUSA,29,C,68.4,4.0,2.6,5.4,4.5,0.9,122.4,103.9,24.6,66.7,69.6,10.8,15.2,4.5,17.2,0.3,8.4,0.4,75.0,2.6,53-56,0.946,149-204,0.730,11-33,0.333,133-180,0.739,160-237,0.675,0.2,0-3,0.000
102,25,Fr,6-3,Jase Richardson,94,Michigan St.,B10,36,Combo G,61.5,4.0,3.5,10.0,5.8,4.3,128.3,92.3,19.4,57.4,62.4,3.0,11.4,14.4,9.9,2.3,1.4,1.9,41.8,2.4,5-6,0.833,60-87,0.690,37-91,0.407,102-122,0.836,97-178,0.545,7.3,47-114,0.412
103,-,Sr,6-2,"Jamal Mashburn, Jr.",75.2,Temple,Amer,22,Combo G,62.2,4.0,2.0,0.8,3.5,-2.7,110.5,115.7,28.9,48.1,53.7,1.8,7.8,13.6,10.6,1.2,0.0,1.1,39.4,1.5,0-0,0.000,58-110,0.527,58-163,0.356,118-149,0.792,116-273,0.425,7.7,44-105,0.419
104,-,Jr,6-3,Ryan Conwell,0,Xavier,BE,34,Combo G,81.9,4.0,3.5,5.5,4.3,1.1,116.0,101.0,22.1,57.7,61.8,1.0,8.8,14.9,12.8,1.5,0.6,2.3,34.3,3.0,1-1,1.000,62-111,0.559,15-40,0.375,111-134,0.828,77-151,0.510,12.3,99-240,0.412
105,-,Jr,6-4,Jemel Jones,0,Cal St. Bakersfield,BW,31,Combo G,67.4,3.9,1.6,4.7,6.2,-1.5,113.5,114.7,34.0,51.4,55.7,4.3,12.5,22.0,13.7,1.0,1.3,1.8,27.0,3.4,1-1,1.000,50-86,0.581,141-289,0.488,108-127,0.850,191-375,0.509,6.8,34-96,0.354
106,-,Jr,6-1,"Brian Moore, Jr.",0,Norfolk St.,MEAC,32,Combo G,78.8,3.9,2.3,4.4,4.5,-0.2,121.6,110.9,25.3,55.5,60.5,2.4,11.3,18.9,11.7,1.9,1.0,2.0,42.1,2.3,11-11,1.000,125-188,0.665,61-141,0.433,134-165,0.812,186-329,0.565,3.7,21-63,0.333
107,-,Sr,7-0,Bent Leuchten,0,UC Irvine,BW,38,PF/C,66.4,3.9,3.8,8.6,5.7,2.9,124.5,90.5,25.5,56.7,64.5,11.3,25.2,12.5,13.2,1.0,5.1,1.1,76.4,2.6,5-5,1.000,129-205,0.629,31-83,0.373,206-252,0.817,160-288,0.556,2.4,18-42,0.429
108,-,Sr,6-11,Quincy Ballard,35.2,Wichita St.,Amer,32,C,66.3,3.9,3.1,6.7,4.5,2.2,141.5,99.0,13.5,75.0,72.3,11.8,23.3,2.0,8.7,0.5,7.3,1.3,36.4,2.4,63-67,0.940,126-155,0.813,12-29,0.414,36-67,0.537,138-184,0.750,0.0,0-0,0.000
109,-,So,6-2,Xzayvier Brown,67,Saint Joseph's,A10,32,Combo G,82.1,3.9,3.9,4.2,2.9,1.4,111.9,100.2,25.5,49.5,56.6,2.2,13.6,24.4,16.9,1.6,0.3,2.4,39.4,2.0,0-0,0.000,96-179,0.536,17-60,0.283,148-165,0.897,113-239,0.473,9.1,63-180,0.350
110,-,Sr,6-0,Issac McBride,72.8,Oral Roberts,Sum,26,Combo G,90.6,3.9,1.5,1.2,3.8,-2.6,112.4,119.9,27.2,53.6,59.8,1.3,8.5,15.6,14.3,1.1,0.0,1.8,46.3,2.0,0-0,0.000,66-111,0.595,24-72,0.333,140-167,0.838,90-183,0.492,11.0,69-178,0.388
111,36,Jr,6-6,Adou Thiero,67.2,Arkansas,SEC,27,Wing G,51.2,3.9,3.9,9.1,5.2,3.9,116.1,90.9,25.9,56.7,60.5,7.7,15.9,14.0,13.6,1.1,2.9,3.4,69.2,3.7,45-48,0.938,87-128,0.680,40-82,0.488,120-175,0.686,127-210,0.605,3.3,11-43,0.256
112,-,Jr,6-7,AK Okereke,0,Cornell,Ivy,27,Wing G,65.9,3.9,2.2,7.2,5.4,1.8,125.9,108.1,25.3,61.9,66.0,5.6,14.6,28.6,16.7,2.2,4.6,2.3,49.4,3.6,6-6,1.000,100-148,0.676,20-35,0.571,92-116,0.793,120-183,0.656,4.1,17-52,0.327
113,-,Jr,6-4,Otega Oweh,87,Kentucky,SEC,36,Wing G,70.6,3.9,3.5,6.2,3.7,2.5,113.6,95.9,25.4,52.4,57.7,4.0,13.6,11.3,11.7,1.1,2.1,3.1,46.3,3.7,47-50,0.940,142-232,0.612,35-107,0.327,149-192,0.776,177-339,0.522,4.1,27-76,0.355
114,-,Sr,6-2,Jaylen Blakes,79,Stanford,ACC,32,Pure PG,70.9,3.9,3.1,4.6,2.8,1.8,116.8,103.0,23.6,49.0,56.9,3.5,7.7,29.3,15.9,2.4,1.0,3.2,56.7,3.5,7-8,0.875,65-112,0.580,31-76,0.408,135-165,0.818,96-188,0.511,6.2,31-103,0.301
115,7,Fr,6-4,Jeremiah Fears,87.4,Oklahoma,SEC,34,Scoring PG,75.5,3.9,3.4,4.8,3.6,1.2,105.4,99.0,31.9,48.0,56.2,3.1,13.0,28.6,20.2,1.2,0.5,3.1,51.8,2.5,9-10,0.900,97-183,0.530,45-98,0.459,183-215,0.851,142-281,0.505,7.5,38-134,0.284
116,-,Sr,6-9,Julian Reese,88.4,Maryland,B10,36,C,71.1,3.9,4.6,8.0,4.1,4.0,119.9,85.0,22.5,55.5,59.9,12.2,23.8,8.0,13.3,0.8,5.6,2.2,53.0,3.7,20-27,0.741,113-180,0.628,64-138,0.464,124-169,0.734,177-318,0.557,0.1,0-1,0.000
117,-,Sr,6-4,Jalen Leach,0,Northwestern,B10,23,Scoring PG,54.0,3.9,3.2,4.7,3.6,1.1,116.3,101.7,22.8,52.9,58.7,2.2,6.0,21.8,14.7,2.0,0.5,2.0,37.2,3.4,1-1,1.000,27-52,0.519,41-88,0.466,77-89,0.865,68-140,0.486,8.3,39-99,0.394
118,-,Jr,6-3,Nik Graves,0,Charlotte,Amer,32,Combo G,84.6,3.8,2.2,3.6,4.6,-1.1,114.9,113.2,26.1,49.2,56.2,3.9,12.1,18.6,9.1,2.0,0.9,1.7,58.9,2.5,0-3,0.000,77-136,0.566,26-75,0.347,178-231,0.771,103-211,0.488,10.0,60-181,0.331
119,-,Sr,6-9,Zach Freemantle,0,Xavier,BE,31,Stretch 4,69.7,3.8,3.7,6.3,4.6,1.7,112.3,96.8,26.0,55.5,58.4,6.9,19.7,14.9,12.5,1.2,2.8,2.1,29.9,2.6,28-31,0.903,105-149,0.705,67-142,0.472,88-117,0.752,172-291,0.591,6.0,30-100,0.300
120,-,Sr,6-2,Drake Dobbs,0,St. Thomas,Sum,31,Scoring PG,74.6,3.8,1.8,2.5,3.9,-1.4,132.9,114.5,18.6,59.8,66.2,2.6,8.6,21.6,11.7,3.5,0.3,1.1,54.1,1.4,0-0,0.000,57-91,0.626,16-35,0.457,103-119,0.866,73-126,0.579,5.8,39-94,0.415
121,20,Fr,6-6,Kasparas Jakucionis,94,Illinois,B10,33,Wing G,74.5,3.8,3.9,5.4,3.6,1.8,109.3,96.3,25.6,51.9,59.0,4.9,13.6,26.0,25.4,1.3,0.8,1.5,49.6,3.3,1-1,1.000,76-113,0.673,19-56,0.339,142-168,0.845,95-169,0.562,9.0,54-170,0.318
122,-,Sr,6-2,Alston Mason,50.8,Arizona St.,B12,32,Scoring PG,87.5,3.8,3.3,3.1,2.9,0.1,111.6,105.7,19.9,52.3,57.8,1.5,6.3,21.9,16.9,1.9,0.7,1.2,36.4,2.1,0-0,0.000,61-117,0.521,23-60,0.383,101-119,0.849,84-177,0.475,7.3,58-150,0.387
123,-,Jr,6-7,Devin McGlockton,33.4,Vanderbilt,SEC,33,PF/C,62.3,3.8,3.0,6.4,5.1,1.3,130.1,97.6,18.3,62.1,63.0,13.8,23.1,7.4,10.6,1.1,5.0,1.7,23.5,4.8,16-17,0.941,102-145,0.703,9-20,0.450,38-57,0.667,112-166,0.675,5.3,26-77,0.338
124,-,So,7-1,Tomislav Ivisic,90,Illinois,B10,32,PF/C,60.9,3.8,3.7,9.5,5.7,3.8,120.8,91.9,21.4,57.9,59.7,7.4,22.2,15.8,15.4,1.4,4.0,1.2,20.2,3.5,17-17,1.000,56-67,0.836,45-96,0.469,48-64,0.750,101-163,0.620,10.0,55-154,0.357
125,-,So,6-6,Devin Royal,90.4,Ohio St.,B10,31,Wing F,68.2,3.8,3.4,4.6,3.4,1.1,116.5,97.0,23.3,55.4,60.6,9.6,19.1,7.7,15.1,0.6,1.1,1.8,53.2,3.8,24-28,0.857,100-137,0.730,31-85,0.365,115-149,0.772,131-222,0.590,3.8,16-58,0.276
126,-,So,6-2,Jaland Lowe,83.8,Pittsburgh,ACC,31,Scoring PG,85.1,3.8,3.8,2.4,2.1,0.4,104.0,100.8,29.8,42.2,49.9,2.9,11.2,31.1,16.9,1.8,0.8,3.0,37.6,2.4,0-0,0.000,76-143,0.531,49-145,0.338,147-166,0.886,125-288,0.434,8.4,41-154,0.266
127,-,So,6-7,Andrew Meadow,0,Boise St.,MWC,36,Wing G,73.2,3.8,3.2,5.1,3.8,1.3,124.4,100.6,18.7,54.8,61.1,5.5,12.3,3.9,9.5,0.8,0.9,1.7,48.0,2.7,8-9,0.889,81-130,0.623,7-20,0.350,123-146,0.842,81-141,0.574,9.4,57-163,0.350
128,-,Jr,6-8,Brandon Noel,0,Wright St.,Horz,31,Wing F,85.1,3.7,2.4,3.0,4.0,-1.0,117.1,111.3,25.4,59.7,62.3,6.7,19.5,10.2,14.7,0.8,2.5,1.7,34.4,2.4,25-26,0.962,167-252,0.663,22-55,0.400,104-140,0.743,189-307,0.616,5.5,36-100,0.360
129,-,So,6-3,Mason Falslev,0,Utah St.,MWC,33,Combo G,81.9,3.7,3.8,7.4,5.0,2.5,113.3,98.3,23.6,55.9,56.5,4.9,18.9,21.7,16.0,1.8,0.5,4.2,27.5,2.5,8-8,1.000,113-189,0.598,28-66,0.424,62-107,0.579,141-255,0.553,7.4,51-134,0.381
130,-,Sr,6-0,PJay Smith,0,Furman,SC,32,Scoring PG,80.1,3.7,2.8,5.1,4.7,0.5,116.2,106.2,26.5,54.8,60.0,1.6,12.9,26.8,16.5,1.7,0.8,3.0,35.5,2.5,0-0,0.000,36-68,0.529,27-67,0.403,121-140,0.864,63-135,0.467,15.1,102-259,0.394
131,41,Sr,6-7,Koby Brea,0,Kentucky,SEC,36,Wing G,69.9,3.7,2.9,6.0,5.3,0.7,128.9,101.8,14.9,61.8,63.6,1.1,10.9,8.0,6.2,2.8,1.3,0.9,11.2,1.9,12-12,1.000,30-43,0.698,24-56,0.429,32-35,0.914,54-99,0.545,11.7,93-214,0.435
132,-,Sr,6-5,Tamar Bates,94.4,Missouri,SEC,34,Wing G,64.7,3.7,2.7,6.9,5.6,1.3,124.3,101.6,20.4,59.3,64.3,3.2,8.8,7.5,13.9,0.8,0.6,2.9,30.0,2.7,21-24,0.875,79-107,0.738,25-69,0.362,87-92,0.946,104-176,0.591,8.5,52-131,0.397
133,-,Sr,6-6,Bash Wieland,0,Chattanooga,SC,34,Wing G,66.5,3.7,1.9,2.5,3.9,-1.4,127.1,112.1,21.4,59.1,62.8,5.8,12.2,11.9,7.4,2.3,0.4,2.0,29.8,2.5,0-0,0.000,89-117,0.761,71-138,0.514,86-102,0.843,160-255,0.627,5.3,28-87,0.322
134,-,Jr,6-4,Isaac McKneely,88.2,Virginia,ACC,32,Scoring PG,86.1,3.7,2.8,3.9,4.4,-0.5,114.0,108.0,21.6,58.5,60.9,0.5,9.4,19.0,12.9,2.0,0.4,1.5,20.2,1.8,0-0,0.000,20-44,0.455,31-62,0.500,57-70,0.814,51-106,0.481,14.2,101-240,0.421
135,-,Sr,6-7,Max Brooks,0,UMass Lowell,AE,29,PF/C,78.0,3.7,2.6,4.8,3.3,1.5,124.2,107.6,21.1,70.1,70.6,6.4,20.8,10.1,16.8,0.8,8.3,2.0,32.3,3.4,43-45,0.956,168-225,0.747,34-58,0.586,65-93,0.699,202-283,0.714,0.3,0-5,0.000
136,-,Sr,6-4,Denver Jones,0,Auburn,SEC,37,Combo G,68.2,3.7,3.3,5.3,3.9,1.4,122.4,97.6,17.7,56.0,61.9,1.7,6.1,14.9,16.3,1.8,0.6,1.2,38.4,2.2,3-4,0.750,33-62,0.532,24-56,0.429,95-106,0.896,57-118,0.483,8.8,65-158,0.411
137,-,Sr,6-5,Wooga Poplar,75.6,Villanova,BE,36,Wing G,79.5,3.7,3.7,5.4,3.7,1.6,113.2,98.5,24.1,54.4,58.4,3.4,22.5,9.7,14.8,0.8,1.0,2.5,26.6,2.8,18-22,0.818,81-140,0.579,41-96,0.427,95-111,0.856,122-236,0.517,9.9,70-181,0.387
138,-,Jr,6-0,Jason Edwards,0,Vanderbilt,SEC,33,Combo G,62.7,3.7,2.4,5.6,5.8,-0.2,112.6,104.2,29.6,51.5,57.5,0.8,8.6,11.1,12.3,0.8,0.0,2.1,42.3,2.5,0-0,0.000,75-141,0.532,38-82,0.463,143-172,0.831,112-223,0.502,12.7,65-184,0.353
139,-,Sr,6-1,Atin Wright,0,North Texas,Amer,34,Combo G,76.3,3.7,3.1,4.2,4.0,0.2,119.9,102.4,23.2,52.5,58.4,2.0,8.1,5.1,9.8,0.6,0.0,1.8,30.6,1.8,0-0,0.000,23-53,0.434,35-92,0.380,110-117,0.940,58-145,0.400,15.0,95-237,0.401
140,-,Sr,6-8,Zach Hicks,44.6,Penn St.,B10,31,Wing F,79.3,3.7,3.5,6.8,4.7,2.0,128.2,99.8,14.7,62.3,64.9,3.1,15.0,11.0,10.9,2.2,1.8,1.9,28.7,2.4,2-2,1.000,30-44,0.682,11-21,0.524,56-70,0.800,41-65,0.631,10.2,74-179,0.413
141,-,Sr,6-1,Alvaro Cardenas,0,Boise St.,MWC,36,Pure PG,87.6,3.7,3.8,4.0,2.8,1.3,113.5,100.3,21.5,49.9,54.1,1.5,9.7,37.9,19.9,2.8,0.2,2.3,33.5,2.5,0-0,0.000,50-79,0.633,43-101,0.426,86-112,0.768,87-166,0.524,8.1,53-168,0.315
142,54,Sr,6-4,Taelon Peter,0,Liberty,CUSA,32,Wing G,57.9,3.7,2.8,9.1,7.0,2.2,132.3,97.3,20.8,71.5,72.8,1.4,18.3,9.9,8.1,1.7,0.4,2.3,32.7,3.7,21-22,0.955,73-93,0.785,2-7,0.286,64-83,0.771,75-99,0.758,12.5,71-155,0.458
143,-,Sr,6-5,Jamar Brown,0,UMKC,Sum,27,Wing F,79.9,3.7,3.2,4.1,4.1,0.0,118.0,104.7,24.1,53.7,59.2,10.4,15.1,8.0,14.9,0.6,0.9,2.5,31.1,3.2,3-3,1.000,56-100,0.560,26-74,0.351,95-104,0.913,82-174,0.471,10.6,65-160,0.406
144,-,Jr,6-6,RJ Luis Jr.,54,St. John's,BE,35,Wing G,76.3,3.7,4.8,7.2,4.2,3.0,108.7,87.4,27.6,48.3,52.5,7.0,17.0,12.3,14.1,0.9,2.1,2.5,34.1,2.7,39-42,0.929,132-237,0.557,51-148,0.345,133-178,0.747,183-385,0.475,7.0,46-137,0.336
145,49,Jr,6-6,Tyrese Proctor,94.8,Duke,ACC,38,Combo G,72.9,3.7,4.0,6.1,4.0,2.0,121.3,93.3,18.7,57.4,58.7,2.0,9.0,12.9,11.3,2.1,0.4,1.6,20.5,2.6,8-8,1.000,44-81,0.543,32-64,0.500,51-75,0.680,76-145,0.524,11.7,89-220,0.405
146,-,So,6-3,Bryce Lindsay,64.6,James Madison,SB,29,Combo G,72.1,3.7,1.8,3.4,4.8,-1.3,125.2,114.1,20.2,59.3,61.4,1.6,9.8,16.2,11.5,2.0,0.1,1.3,15.3,2.0,1-1,1.000,38-62,0.613,14-33,0.424,39-46,0.848,52-95,0.547,14.5,84-205,0.410
147,-,Sr,6-6,Tylan Pope,0.4,Texas St.,SB,30,PF/C,64.3,3.7,2.0,3.2,4.1,-0.9,118.9,109.1,28.6,55.9,61.7,10.2,18.1,5.1,14.0,0.3,6.4,1.4,52.1,5.1,24-25,0.960,128-205,0.624,37-92,0.402,139-172,0.808,165-297,0.556,2.5,13-33,0.394
148,-,Jr,6-8,Joshua Jefferson,0,Iowa St.,B12,35,Wing F,73.0,3.6,4.7,10.3,4.7,5.6,114.4,85.4,23.5,54.9,59.7,8.1,21.7,19.6,19.5,1.3,3.0,4.1,51.0,3.0,13-14,0.929,102-147,0.694,39-101,0.386,118-156,0.756,141-248,0.569,3.2,18-58,0.310
149,-,Sr,6-5,Nate Kingz,0,Oregon St.,WCC,30,Combo G,64.3,3.6,2.2,4.9,4.9,0.0,131.1,108.3,17.7,62.2,65.3,3.1,8.3,12.3,10.4,2.2,2.1,1.6,32.6,2.7,3-3,1.000,41-71,0.577,18-33,0.545,61-75,0.813,59-104,0.567,9.3,56-126,0.444
150,-,Sr,6-6,J'Vonne Hadley,0,Louisville,ACC,35,Wing F,82.3,3.6,4.1,5.2,3.1,2.1,120.1,95.9,17.8,57.2,60.7,7.6,17.4,10.2,15.5,1.2,0.8,1.3,36.5,2.4,5-8,0.625,94-145,0.648,29-70,0.414,84-109,0.771,123-215,0.572,4.2,32-84,0.381
151,31,Jr,6-9,Rasheer Fleming,0,Saint Joseph's,A10,35,Stretch 4,77.6,3.6,4.1,7.3,4.5,2.9,121.4,93.4,20.4,61.9,63.8,7.6,22.8,8.5,14.2,0.8,4.9,2.6,28.5,3.3,43-45,0.956,121-173,0.699,5-22,0.227,75-101,0.743,126-195,0.646,8.5,62-159,0.390
152,-,Sr,6-6,Paul Zilinskas,0,IU Indy,Horz,28,Wing G,78.4,3.6,0.7,0.7,4.5,-3.9,116.5,125.2,25.1,54.1,58.8,1.7,9.7,12.4,11.7,1.2,0.8,1.5,27.6,2.5,0-0,0.000,59-103,0.573,24-72,0.333,95-105,0.905,83-175,0.474,13.7,82-206,0.398
153,-,Sr,6-6,Terrence Edwards Jr.,0,Louisville,ACC,35,Wing G,81.6,3.6,3.8,4.3,3.3,1.0,109.4,98.3,25.5,50.8,54.6,3.1,10.9,16.4,14.8,1.2,0.7,1.3,28.9,1.8,0-0,0.000,69-122,0.566,70-146,0.479,106-136,0.779,139-268,0.519,10.2,67-203,0.330
154,-,Sr,6-8,Payton Sandfort,64.4,Iowa,B10,33,Stretch 4,79.5,3.6,3.0,3.4,3.6,-0.2,109.2,104.2,25.9,50.0,54.5,3.8,18.3,15.3,12.1,1.6,2.2,1.4,24.2,3.3,3-6,0.500,59-106,0.557,42-101,0.416,98-110,0.891,101-207,0.488,13.2,84-247,0.340
155,-,So,6-10,Robbie Avila,0,Saint Louis,A10,30,Stretch 4,79.3,3.6,3.5,4.3,2.9,1.4,108.4,101.7,27.6,56.5,60.5,4.1,18.2,23.7,20.8,1.2,2.5,1.8,41.9,2.9,0-0,0.000,95-152,0.625,22-47,0.468,113-148,0.764,117-199,0.588,8.9,55-154,0.357
